sentence,label
"Gayunpaman, sinabi ni Olivar na malaya si Villar na magtungo sa Malacañang at bumisita kay Pa­ngulong Arroyo anumang oras at araw na naisin nito dahil bukas naman aniya kahit kanino ang Palas­yo ng Malacañang.",0
Mismong si Chairman Pardo ang naghayag ng malungkot na balita sa mga board members tungkol sa desisyon ni Yap.,0
Ang mga pagbabagong ito ay nakikita bilang mga hakbang upang makasunod sa pamantayan ng European Union nang mas maging mabilis ang kanilang pagkakabilang dito.,0
"Si Parago ay matagal nang wanted sa kasong pandarambong at pagpatay na may P7M reward mo­ney, ngunit hirap umano ang mga awtoridad na matunton ito dahil na rin sa mayroon umanong mataas na opisyal na nagsisilbing protektor nito.",0
Na walang kaalam-alam si Candida sa love life ni Melanie; obvious na hindi alam ni Candida ang namagitan kina Melanie at Enrico.,0
Walang silbi ang gobyerno sa paglutas sa problema ng gutom.,0
"Naniniwala si Sotto na hindi magtatagumpay ang pamahalaan sa laban nito kontra ilegal na droga sa pamamagitan lamang ng epektibong law enforcement at pro­secution, kundi pati na rin sa pagtutok sa rehabilitation at preventive education.",0
"Ayon kay Binay, dito na masusubukan at malalaman kung sino ang tunay na oposisyon at kung sino ang nagkukunwaring oposisyon.",0
"So, meron kang sarili mong grupo na kalaro ng basketball dito?",0
"Pareho rin sila ng taste sa lalaki, kaya nag-husband swapping sila.",0
"Habang nagsasalita ang natokahang senatoriable, panay ang ngiti sa ca­mera ng lady senatoriable, animo’y tumitiyempo kung kailan papasok o sisingit ng sound bite ito.",0
Bakit mo uusigin ang isang tao na ginawa mong pangulo at ginantimpalaan naman matapos ang termino ni Davide?,0
22 upang makahirit ng playoff para sa 9th.,0
"Anak lang iyan ni Mely, bakit mas mataas na sila sa atin?",0
Mayroong mga babae na nag-aahit o nagpapa-wax o naglalagay ng hair removal cream para matanggal ang buhok ng ari nila.,0
” Mga 15 minuto nagpahinga si Manny at saka lumabas ng dressing room para pumunta ng stage.,0
Kahit na sinong mangmang at gago eh alam na alam ng bata ‘yung tunay niyang ina.,0
"Pintahan niyo na: Hindi kilala kahit sa mukha sa Kamara ang mambabatas na ito na taga-Luzon lamang, dahil miyembro ng silent majority as in hindi nagsasalita.",0
"Bukod sa dating Pa­ngulo, nasa Kongreso rin ang kanyang anak na si Camarines Sur Rep. Diosdado Arroyo, habang ang anak na si Mikey na kanyang pinalitan sa ikalawang distrito ng Pampanga ay kinatawan ngayon ng Ang Galing Pinoy (AGP) party-list.",0
At yan ang 100 days ng pag-ibig ni PENoy.,0
"Teka, kung nagpapabango na naman ngayon ang administrasyong Arroyo, malamang ay me tinatabunan na namang isyu na nakakasakit sa kanila.",0
"Nang tumunog ang final bell, sarado na ang kanang mata ni Margarito, may mala­king sugat sa ibaba nito, at hindi na makilala dahil balot ng dugo ang mukha.",0
“Basta gusto lang po naming bigyan ng bago ang audience.,0
"Kakatawan din sa bansa sina 12-year-old Gillian Go, Iris Ranola, at mga qualifiers na sina Mildred Almero, Mika Claveria, Ana Tulawan at Ava Vargas sa $75,000 5-day event na may nakalaang $20,000 sa magkakampeon.",0
"Ngunit higit pa sa mga hosts, inihayag ni Jay na ang bagong hatid na pa­laro at papremyo ang mas lalong magbibigay-saya sa mas maraming Pilipino.",0
Vicki Belo sa Children’s Medical Center nu’ng nakaraang Miyerkules pero hindi ito nakasipot.,0
"Isang 17-anyos na saksi naman ang nakakita at sinita si Bolton sa parking lot, ngunit mabilis na idinuldol ng huli sa una ang mapanganib na ha­yop kaya ito kinagat.",0
” Nagawang magpaka­wala ng pitong sunod na puntos ang Boston para manindak sa 94-89.,0
"Nueva 10-k fun run sa Linggo Handa na ang lahat sa pagkaripas ng Third Barangay Nueva 10-Ki­lometer Fun Run sa Linggo, Pebrero 21 ng ala-sais ng umaga sa out-and-back course sa Bgy.",0
"Sa desisyon ng korte, nakapagprisinta umano ang DOJ prosecutor ng matitibay na ebidensiya na magpapatunay na sangkot ang mga akusado sa naturang krimen bukod pa sa positibong kinilala sila ng biktima na siyang dumukot at bumihag sa kanya.",0
Behaved muna si Raymond sa pagta-tra­vel at pagsa-shopping.,0
Sa wakas ay ini-award na ng Commission on Elections (Comelec) sa nag-iisang kwalipikadong bidder na Total Information Management -Smartmatic ang P11.,0
Dahil kung ang inaasahang panalo ni Senator Noynoy ay gawa ng Maykapal…ang pandaraya ay gawa ng makapal.,0
"Anumang anggulo ko tingnan si Papa Daniel ay hindi na niya kailangang mang-rape kasi sa kaguwapuhan niya eh pipilahan talaga siya ng mga girls at bading, noh!",0
Ilalabas na this weekend ang DVD ng indie movie na Santwaryo.,0
Sa kaso nila ay may mga hindi raw natupad o nagawa si Mark kaya matatawag niyang ‘incomplete’ ang namagitan sa kanila at hindi niya masasabing naging sila.,0
Kumpiyansa si Tinsay na malaki ang pag-asa para makabangon ang Pilipinas sa pagkakalugmok.,0
“Ang mensahe ng song ay tapos na ang iba’t ibang kulay ng Pinoy.,0
"Gulo sa pagitan ng gobyerno, MILF mareresolba sa negosasyon Negosasyon, hindi giyera, ang pinakamagandang paraan para maresolba ang kaguluhan sa pagitan ng gobyerno at Moro Islamic Liberation Front (MILF).",0
"Bukod sa mga nabanggit, may mga championship belts din si Pacquiao nang talunin si Marco Antonio Barrera noong 2003 at tanghaling People’s Champion, mayroon din siyang belt kaloob ng Ring at iba pang international titles.",0
Nag-BBM kami kay Ms. Pia para tanungin siya tungkol sa isyung ‘yon at ang sabi niya sa amin ay nagulat din siya nang marinig niya ‘yon.,0
"Ana, 50, taga-942 Interior II, Bilibid Viejo, Quiapo, Maynila ang P20 marked money na iniabot ng truck driver na si Marlon Garcia, 45 matapos niyang parahin ang minamanehong truck ng huli.",0
4M sa siyam na weekend.,0
"Bunga ng insidente ay nagkaroon ng tensyon sa MPD, bagama’t mahina lamang ang naging pagsabog ay nagkaroon naman ng matinding pangamba ang pagkakabasag ng mga salamin ng gusali.",0
Dinaanan ng mga sundalo ang mga evacuees habang sila’y nagpapatrulya sa loob ng evacuation center sa bayan ng Datu Piang sa lalawigan ng Maguindanao kamakalawa.,0
Tuwang-tuwa si Cheska Garcia nang nalaman niyang okay na raw kay Jennylyn Mercado na ipakita sa kanila si Alex Jazz.,0
Kilalanin ang manggagaya ni Santa Claus na imbes na regalo ay mga joke ang bigay sa mga bata.,0
"Pero puwede namang mauna ang boyfriend bago ang pagtatapos niya sa pag-aaral, huh!",0
Nais ko sanang ipaabot sa inyo ang a­ming problema hindi lamang pang-individual kundi lahat po kami rito.,0
Si Oprah ang personal na pumili kay Julia na aminado na fan siya ni Lea.,0
"Sinabi pa ng saksi na bago umalis ang suspek ay naglagay ito ng card board sa dibdib ng biktima na may nakasulat na “Wag nyo akong tularan, talamak akong drug pusher, bata ako ni Macmac Payapa”.",0
Mabuti na lang daw at hindi ito ni-release sa mga sinehan at sa vi­deo lang ito talaga diniretso.,0
"“Inalis niya ang dignidad ng pagiging isang naglingkod na pangulo,” dugtong niya.",0
Nakakabahala ang sagot sa tanong na ‘yan.,0
"Umabante ang RP trio nina Karen Pangilinan, Justine Gail Tinio at Andrea Pangilinan sa semis upang matiyak ang bronze medal matapos manaig sa Australian team nina Catherine Tierney, Emily Marotta at Lishan Sung, 45-34.",0
Si Sara­h ang bagong ‘ka-tropa’ ni Camille.,0
Marami kasi daw ang mga “amo” kaya nu’ng mabagot ay nagresign ito.,0
Binagabag ng nana­nakit na paa pero pumalo pa rin ng 21 kills si Bualee Jaroensri na panahog sa kinamadang 23 points at lumakas pa ang tsansa ng Lady Stags na humabol sa quarterfinals ng sixth Shakey’s V-League.,0
"Kitang-kita raw ang passion sa eksena ng dating magsyota Irarampa ng 12 lala­king modelo ang see-through collection ni Armando Fabia sa pakontes na Mr. Kupido 2010 sa Biyernes nang 12:00 PM sa Planet Xanadu, Scvt.",0
"GRAND LOTTO 6/55 DRAW Maging handa at matatag Sa ating ebanghelyo ngayon, tayo ay binibigyang babala tungkol sa mga daranasin ng tao bago dumating ang katapusan ng mundo.",0
Gusto kong isiping isa ito sa mga susi sa patuloy na pag-unlad ng Palawan.,0
Lumisya umano ng kanyang daan ang cargo truck at nang kumabig pakaliwa ay natumbok ang kasalubong na Genesis bus.,0
"Panay ang text sa akin ni Ruffa Gutierrez kahapon para magkuwento tungkol sa shooting ng ‘Ukay-Ukay’ episode nila ni Zoren Legaspi sa Shake, Rattle & Roll XI.",0
"“I will manifest it on Monday na kung puwede, alisin na ang markang absent niya since September.",0
"” Nang pumasok si Stoudemire may 5:18 sa second quarter, agad siyang umiskor ng layup para sa kanilang, 58-56, bentahe.",0
"Ang bawat “krus” sa noo, at bulong na dasal ay sinabayan ng milyong mga kababayan na taimtim na nanalangin upang maging matagumpay ang distinguished fighting “Congressman” mula sa Sarangani.",0
"Muli, maligayang Pasko po sa inyong lahat.",0
Pangalawa ito -- una ang Batanes -- sa pinakamaliit na lalawigan sa buong Pili­pinas sa bilang ng populas­yon at laki ng lupain.,0
Ang taunang patakbo ay inorganisa ng PCRC sa paggabay nina Engr.,0
Artista at pulitika ang tema ng 7th Golden Screen Awards.,0
"Sa pamamagitan nito, babaguhin ko ang mundo.",0
"At ang pinakahuling sensational case ay itong pormal nang inirerekomenda ng Dept. of Justice, na kasuhan ng double murder si Sen. Ping Lacson.",0
"Sinabi rin ni De Venecia na sapat ang “resources” ni Pangulong Arroyo para maisulong ang kanyang panalo sa Lubao, Pampanga.",0
Pare-pareho silang may kasalanan.,0
"Walang dapat ikabahala sa sunud-sunod na lindol na ito,” ani Solidum.",0
Ito’y matapos makahukay ang ilang trabahador doon ng isang World War II vintage bomb na gawa sa Japan.,0
Nabalitaan nila ang magandang ratings na nakuha ng sitcom sa pilot episode nito.,0
Nangailangan ng apat na stitches si Williams para isara ang dalawang sugat.,0
"Maski na tunay na kapuri-puri ang nagawa ng PAGASA sa bagong style nito ng pag-forecast, at mga paghahanda ng gobyerno at mga organisasyon para sa kawanggawa, wala pang may kayang sumagupa sa ngitngit ng Inang Kalikasan.",0
“Gentleman ako doon.,0
“Pumasok ako sa room dito sa presscon na ‘to na ayokong makasagasa ng kahit sino.,0
Hindi ba siya natatakot na baka isipin ng mga tao na may anak siyang itinatago?,0
Eh sino ba ang nag-e-entertain sa Papa Gabby ko and his group tuwing iindyanin sila ni Mothe­r Lily sa meetings nila?,0
"Sa pagkakatanggal ng martial law, ibinalik na rin ang habeas corpus sa lalawigan.",0
Isang makasaysayang event para sa mga Pilipino.,0
Napanood ko sa “Flash Bomba” ang pag-e-effort ni Sid Lucero laban kay Luis Manzano.,0
Ang ‘offer’ diumano ng kampo ni Sarah -- ito’y P30 milyon.,0
"Matagal na kayong kasal at kahit bihira lang kayong magkita, sanay ka na sa kanyang hugis, amoy at reaksyon.",0
"Ruffa at Ai Ai, parehong ‘Rihanna’ PAREHO raw loveless sina Ruffa Gutierrez at Ai Ai de las Alas na hosts ng Ruffa and Ai na magsisimula ngayong umaga sa ABS-CBN bilang kapalit ng Boy & Kris.",0
"Sa isip ni male celeb, walang karapatan si baguhang aktres na magsa­lita ng ganu’n dahil wala siyang balak na gamitin ito.",0
Totoong matagal nang may kampanya laban sa mga luma at depektibong tangke ng LPG.,0
Sila ay inabutan ng karampatang papremyo nina E-ventologists Company executives Adi delos Reyes at Maria Chona Felicisimo katuwang sina Boy Dungca ng Montalban Joggers Club at Brgy.,0
"Kahit subsob sa trabaho ang mga Filipinong pinalad makapanirahan dito sa Canada, hindi pa rin nila pinalalagpas ang mga balita sa Pilipinas.",0
Sanhi ng mga tinamong matinding pinsala sa iba’t ibang bahagi ng katawan ay binawian umano ng buhay ang 46-anyos na Pinay na hindi na binanggit ang pa­ngalan.,0
Ang 15-anyos na si So ay yumuko kay GM Le Quang Liem ng Vietnam sa 34 moves ng Sicilian.,0
Hiningan na rin namin ang aktor ng opinyon sa hidwaan ng magkapatid na Claudine at Gretchen pero tumanggi itong mag-comment.,0
Pinipilit umano ng mga sundalo ang International Solidarity Mission (ISM) at Exodus for Justice and Peace (EJP) na umalis sa lalawigan dahil wala umano itong koordinasyon sa militar.,0
Tandaan mo: Giginhawa ang anak na masunurin sa mga magulang (Efeso 6:1-3).,0
"Aniya, maaari namang magpatulong ang ating bansa sa pagpapaunlad ng soccer sa bansang Spain o iba pang bansa na tanyag sa larong soccer.",0
Maganda raw lumabas on screen ang mga eksena nina Juday at JC.,0
"Sa naunang paha­yag ng pamilya Ting, ang bigong pagpaslang sa kanilang ama ay may kaugnayan sa pulitika.",0
"“Papa, ngayon lamang ako hihiling sa inyo.",0
"Nakita ang bangkay ni Magallanes noong araw ng Linggo, kabilang ng 28 iba pa na nalunod sa malalim na tubig ng Barangay Bagong Silanganan.",0
"“Relax muna natin ang mga utak natin and then, until such time na okay na tayo, relax na ‘yung damdamin natin, magsimula na tayong maghanap,” paha­yag ni Richard.",0
Hindi na niya gustong bumalik doon kahit kailan.,0
"2 SK off’ls dedo sa trak Patay ang bagong halal na Sangguniang Kabataan (SK) chairman at treasurer nito makaraang salpukin umano ang sinasakyan nilang motorsiklo ng isang rumaragasang trak kahapon ng madaling-araw sa Sorsogon City, Sorsogon.",0
Belo na i-botox ang isang 18-an­yos pa lang na gaya ni Charice?,0
"” “Kailan lang ako naging voter, Enrico.",0
Tanungin ninyo ang inyong pari kung ano ang naitulong nila.,0
Hindi siya dapat namimili ng kliyente.,0
Galit na galit!,0
Ang utos ay ilal­athala sa dyaryo isang beses sa isang linggo sa loob ng tatlong linggo bago umpisahan ang pagdinig ng iyong kaso.,0
Kasingtalim kaya ng dila niya ang mga kamao?,0
Sobrang saya ni Coco sa tiwala ng ABS-CBN na pagkatapos ng matagum­pay na Tayong Dalawa ay isinama siya sa isa na namang malaking proyekto.,0
"“So, hindi ko na lang sinabi.",0
"Pag-iisyu ng visa sa Japan, luluwagan Pinaplanong alisin ng gobyerno ng Japan ang ipinaiiral na paghihigpit sa pag-iisyu ng visa sa mga dayuhang nurse at dentista para maalalayan ang lumolobong bilang ng matatanda sa Japan.",0
Two years ago pa siya nagpagawa ng dibdib kay Dra.,0
"Kaibigan, may pinagdaraanan ka bang mabigat na pagsubok ngayon?",0
Ginanap na kahapon ang grand press launch ng bagong teleserye ni Ri­chard Gutierrez na “Full House” na kinunan pa sa Prague ang ilang eksena.,0
Nais niyang maggalit-galitan.,0
"Nag-alok na rin ng P1 milyon reward ang NBI para sa sinumang makakapagbigay ng impormas­yon sa kinaroroonan ni Ivler, kung saan 50% ng pabuya ay manggagaling sa Office of the President (OP).",0
"Kaugnay nito, kasalukuyang nagsasagawa ng follow-up operation ang mga elemento ng Caloocan City Police upang matukoy ang pagkakakilanlan ng suspek at motibo nito sa pamamaril kay Matienzo.",0
Nakaka-relate ba siya kay Kris?,0
"Ipakikilala rin muli ang Audition Dance Battle, isang multi-player online casual rhythm game na gawa ng T3 Entertainment.",0
"Sa Pilipinas, ang Malaria ay pangsiyam sa hilera ng mga sakit na nagdudulot ng kasamaan.",0
May dalawang klase ang illegitimate children.,0
"""Kainuman kasi ng suspek 'yung kanyang mga kaibigan dahil birthday nga niya, siguro lasing na kaya walang magawa kaya kinursunada nila ang biktima,"" ayon kay PO2 Tumangday.",0
"“Ang pinag-uusapan dito ‘yung karangalan ng gobyerno natin,” pagdidiin ni Pimentel.",0
"Ang lakas ng tawa namin sa eksenang nag-serve ng cheesecake ‘yung nobya ni Joross, pero sawang-sawa na siya roon kaya nagtanong siya kung wala na bang ibang merienda.",0
Hindi raw ito maipaliwanag ng babae sa kanyang mga anak kahit sabihin pang hiwalay na sila.,0
"Sa haba ng kanyang buhok sa harap, aakalain mong nakalaya na si Ma­yor Sanchez, ang mayor na nahatulan ng panggagahasa at pagpatay sa isang magandang estudyante ng UP kasama ang boyfriend nito noong 1993.",0
Napanood namin ang report ni Trish sa news program ng TV5 at ang resemblance niya sa dating child actress ang aming napansin.,0
"Niyaya mismo ni Chester ang mga Filipino horsemen na lumahok at makisali sa natatanging pantaunang event, na isang malaking pagtitipon ng mga horsemen sa buong Asia-Pacific ngayon.",0
Patay rin siya pagkatapos niyang magsinungaling kay Pedro tungkol sa pinagbilhan ng kanilang mga ari-arian.,0
"Dalawang araw bago ang pagkawala ng mga bata ay nakituloy umano sa kanila ang isang nagpakilalang Mary Jane Bautista, tinatayang mga 25-30-an­yos, mga 5’2” ang taas, kayumanggi at nagsabing taga-Sta.",0
"Ang masakit pa nito, mukhang “sasabit” din ang ilang opisyales ng nasabing karerahan kung saan tumakbo ang nasabing kabayo at natalo ng hindi man lamang pinatawag ang hineteng nasa “hot seat” ngayon.",0
"Dahil dito, malamang na naaburido ang kanyang mga constituent at ayaw nang makita ang kanyang pagmumukha sa larawan lamang at upang mabawasan ang kanilang pagkadismaya tinakpan na lamang ng mga ito ang kanyang mukha sa mga tarpaulin.",0
"Ayon sa mga nabanggit, bagama’t hindi nila kapartido si Pacquiao ay kasama sila ng sambaya­nang Filipino na nagdiwang sa tagumpay nito.",0
"Giit ni Binay, walang puwang sa lungosd ang anumang uri ng illegal na sugal at sinumang sangkot dito ay may nakahandang kaparusahan.",0
"Sa panayam kay Victor, sinabi nito na nanga­ngamba siya na ‘iniligpit’ ang kanyang anak dahil hanggang ngayon ay hindi pa ito umuuwi.",0
"Ginamit na raw ni Direk Joey ang utot sa Kasal, Kasali, Kasalo at inulit dito sa George & Cecil.",0
Para bang sinasabi niyang.,0
"Sa sinumang nagpapasakop sa Kanyang kalooban, nagiging posible ang muling pagsisimula dahil bukas ang kanilang pusong tanggapin na kayang gamitin ng Diyos, maging ang mga bagay na maituturing na hindi maganda, para sa kanilang kabutihan (Roma 8:28).",0
Ngunit alam n’yo ba na may mga herbs o halamang-gamot na di dapat basta ikonsumo ng mga buntis?,0
"Kung isang mahirap lang ang maysakit na tinatawag na uremia o hindi paggana ng bato, ilang taon na lamang ang hinihintay niya bago humarap sa kamatayan.",0
"Sa isa pang laro ng Final Four, ibinaon ng University of the Philippines ang National U 20-5 para makapuwersa ng rubber match kontra Bulldogs.",0
Malakas daw ito.,0
Wala namang nagawa ang reporter kundi ang sumunod pero inimbestigahan din nito kung sino ang nag-utos sa Sgt. At Arms para pagbawalan sila sa pagre-report sa naturang puwesto gayung ang ibang network ay pinahintulutan.,0
"Kinilala ng mga awtoridad ang biktima na si Edna Cacactin, nasa legal na edad at apat na araw pa lamang ang nakalipas nang isilang ang kanyang anak.",0
"Ayon sa isang taong malapit sa kanya ay hindi sinasabi ng magandang aktres kung nasaan siya, basta nasa isang kaibigan daw siya ngayon.",0
Ha” paliwanag ni Raymart.,0
"Sa buwan ng Marso, nakatakdang mag-shooting ang Birhen ng Peñafrancia project ni Juday for Unitel na ididirek ni Marilou Diaz-Abaya that co-stars Juday with Ryan Agoncillo.",0
"“Pero ako personally, wala akong problema,” dayalog ng guwapong binata.",0
” Na tinutoo naman ni Hayden?,0
"Alam mo naman, napakalupit ng big screen!",0
Napayaman ba niya ang mga mahihirap?,0
Dahilan sa karahasang ginawa ng suspek ay agad itong sinita at tinanong ng testigo kung bakit nito nagawang hambalusin ang biktima.,0
Pinangunahan nina Truong Son at isa pang Filipino campaigner na si GM Mark Paragua ang five-way tie para sa third hanggang seventh places sa hinamig na six points.,0
Kinilala ni Salceda ang biktima na si Nicanor Perez.,0
"I have nothing personal naman na aagawin ko si Gerald kay Kim,” napapangiting sey ni Sarah.",0
"‘Yan ang sasagutin nina Kyla, Jonalyn Viray, Aicelle Santos, Maricris Garcia at Rachelle Ann Go sa Love ni Mister, Love ni Misis.",0
Ang kailangan ngayong pag-aralang mabuti ng LP at NP ay kung paano makukuha ang suporta ng pamilya Estrada sakaling hindi tumuloy sa presidential race si da­ting Pangulong Joseph Estrada.,0
"Ayon sa Phivolcs, ganap na alas-8:07 ng umaga nang maganap ang lindol na naitala sa lakas na magnitude 5.3.",0
Ang sasakyan nila sa flash alarm ‘yan.,0
"Para sa akin, parang ang pangit-pangit parang ang sakit-sakit, ngayon alam ko na.",0
"“Tingnan natin kung gaano kalaki ang dalang suporta ng dalawa in terms of organization and voters,” ani Remulla.",0
Sa isa pang pares ng susunod na round ay ang bakbakan ng No. 3 Alaska at No. 5 Barangay Ginebra.,0
Binayaran na umano ng mga biktima ang biniling tiket pero walang natanggap ang mga ito.,0
Iyon na ang hudyat para ang binata ay lumabas sa conference room.,0
"Ang maliligtas lang diyan ay ‘yung mga teacher’s pet,” pahayag ni Gabriela party-list Rep. Liza Maza na nababahala sa magiging epekto ng drug test sa mga estudyante.",0
"Makakasama ng dalawa sina Froilan Baguion, Christian Coronel, Neil Raneses, Mark Andaya, Ricky Ricafuente, Erwin Sta.",0
Dakong alas-sais ng gabi nang isagawa ng pulisya ang operasyon laban sa suspek na kung saan nagtungo sa Assuncion PCP ang mga tauhan ng MPD-GAS at doon naabutan sina SPO1 Rodolfo Ong at PO3 Ramil De Los Reyes na kapwa nakatalaga sa nasabing PCP.,0
Kinabog nito ang mga bagong bukas na Sex and the City 2 (tinatayang $32.,0
"Sina Dennis Trillo at Carla Abellana ang mga bida sa ‘The Last Romance’ at kinunan ang kanilang mga eksena sa Star Cruises Aquarius, Hong Kong.",0
2 bilyon para sa PGH sa halip na maglaan ng pondo sa mga proyektong pinondohan na ng Espanya?,0
Hindi pa nagsisimulang mag-taping ang ba­gets pero nakasama na niya sa workshop ang mga bida ng Pilyang Kerubin na sina Barbie Forteza at Joshua Dionisio.,0
"Si Angel Locsin ang nakikita ni Tita Redgie kay Glaiza, na nagkataon pang kahawig ng young actress.",0
“Hindi pa ba obvious na…na nakuha mo ang loob ko?,0
Lyphoma lang daw iyun pero medyo malaki ang bukol kaya nag-aalala ang aktor.,0
"Sa pagkaalam ko, ito ay pagtawag ng rally laban kay Pangulong Noynoy Aquino dahil sa pagsuporta niya sa family planning program.",0
Hindi pa siguro ngayon dahil hindi pa malawak ang pagtanggap ng mga Pinoy rito.,0
Isumbong agad natin ito kay PNoy kapag may nakita o naamoy tayong kapalpakan dahil sabi nga ng ating Pangulo na tayo ang kanyang Boss!,0
"Pero sa gitna ng lahat ng kasiyahan mamayang gabi, sana’y hindi natin nakakalimutan kung bakit mayroon tayong pinananabikang okasyon na ganito, taun-taon.",0
” Ang mga kuwalipikado ay iyong mga lumusot sa standards at mga nagkamedalya noong 2007 SEA Games sa Bangkok.,0
"Samantala, nilinaw ni Pilipinas Shell spokesman Bobby Kanapi na wala pang katiyakan kung mu­ling magkakaroon ng panibagong pagtaas sa presyo ng produktong petrolyo ngayong darating na weekend.",0
"Sinabi ni Army Colonel Santiago Baluyot, commander ng anti-terror Task Force Zamboanga, naganap ang mga pagsabog simula ng alas-3:30 ng madaling-araw sa iba’t ibang mga lugar, ngunit walang inulat na sugatan o nasawi sa pambobomba.",0
"Parehas kayong nawalan ng minamahal at ang inyong nararamdamang pagtingin sa isa’t isa, kung mayroon man, ay hindi totoong pagmamahal.",0
"Subalit hanggang ngayon, ilang dekada na ang nakakaraan ay laman pa rin ng ating mga kalsada ang mga bus na ito.",0
Bigla yatang nawala ang pagiging mediaman ni Secretary.,0
Sinabi sa amin ni Lhar na hindi naiinggit at kuntento si Krista sa Bb.,0
Hindi na raw niya ito isinusuot dahil hindi naman sila magkasintahan ni Marvin.,0
"Nasira ang araw, parang binuhusan ang pag-asam ni Caridad.",0
"” Nagdagdag si Anthony Morrow ng season-best 27 points at may 14 points, 12 rebounds si Vladimir Radmanovic para sa Warriors, nakadalawang sunod na panalo sa unang pagkakataon ngayong season.",0
Lalagutin naman ng Rain or Shine at Barangay Ginebra ang pagkakabuhol sa 5th-6th spots para desis­yunan kung sino sa kanila ang papasok na agad sa best-of-5 quarterfinals.,0
Pinupulbos sa media sa halip na sampahan ng kaso para malaman ng husgado kung may pagkakasala o wala.,0
Ganoong-ganoon ang nangyari sa Goldilocks.,0
"Ang argumento kasi ni Cayetano ay kung ano man ang pagkakamali o paglabag sa batas na nagawa ni Villar noong una niyang termino mula 2001 hanggang 2007, ay napawalang-saysay na ng pagkakapanalo niyang muli noong 2007.",0
“Hilig ko na talaga ang volleyall bata pa ako.,0
Buti na lang at natapunan ng mga mata ko ang isang tiger figurine na tamang-tama naman dahil sa papasok na Year of the Tiger.,0
Malaki ang tiwala ko sa ABS CBN.,0
Itinanggi naman ito ng MILF at sinabing si Sinnott ay bihag ng isang kidnap-for-ransom group.,0
At baka may matawa sa ‘yo!,0
"“Yun yung mga magagandang bagay na surprise talaga for me, na gumawa pa siya ng way na bumati.",0
"Batay sa pag-iimbestiga ni SPO3 Dela Cruz, hindi umano masabi ng dalawang pulis o kahit ng mga nakasaksi sa pangyayari kung ilan ang sakay ng nasabing taxi.",0
"“Pinag-pray ko sa God na ayaw ko pong iwa­nan ‘yung trabaho ko sa UN… “It was funny nga, eh.",0
"Bagama’t inamin ni Reyes na ang tulay at daan sa may Taysan, Batangas ay nanga­ngailangan ng reinforcements na tutulong sa mabibigat na mga truck na dadaan sa alternatibong ruta.",0
Magkasama ang biktima at suspect na nag-iinuman sa kanilang lugar sa Sitio Masagana nang magkaroon ng pagtatalo sa hindi pa mabatid na dahilan hanggang sa bumunot ng patalim si Parco habang nakakuha naman ng tubo ang biktima at naggirian.,0
"Hello also sa mga kapatid ko Christian, Michael, Claudine, Cherry and den.",0
Nagpahayag ang magkabilang kampo ng kagustuhan na muling magkatrabaho sa future projects ng Kapuso network.,0
Ang iligal na negosyo ay may karatulang Severino Farm.,0
"Ngayong umatras si Sen. Manuel Roxas II bilang standard bearer, pi­nakamagandang gawin ani­ya ni Aquino ang magpalakas ng puwersa sa grass roots level at simulan ang propaganda sa kandidatura.",0
Natuwa lang si Jean dahil magkasama sila ng anak niyang si Jennica Garcia na nasa FHM Top 100. First time daw na may mag-ina na nakapasok sa top 100 ng FHM.,0
"Sa islang ito matatagpuan o itinayo ang Hospicio de San Jose, ang pinakamatandang bahay-ampunan sa buong Pilipinas.",0
49%) ang nasa mga itaas ng hagdanan.,0
Nairaos ko ang Pasko sa mga simple and more meaningful gift at higit sa lahat di ako nabaon sa utang.,0
"Kapag may nakita kang mukhang aburido na usli ang tiyan, parang airport ang noo sa lapad, ako ‘yon.",0
At ang pinakabagong tourist attraction sa bayan na ito ay ang bagong bagong altar ng simbahan na galing sa detalyadong description ng isang pari nung 1980s.,0
May mga kompanya sa Pilipinas na isinasabuhay ang pinakamabuti.,0
Ang pangarap o gusto ng lalaki ang mangingibabaw.,0
"Mula Miyerkules hanggang Biyernes, mapapanood ang ‘Bilib Ka Ba Araw-Araw Presents’ (Ripley’s Believe It or Not, OC to the Max at Wow Hayop) sa mas maagang oras pagkatapos ng Tinik sa Dibdib.",0
"Teka, dahil tungkol sa love ang tema ng movie nina Vic at Paula, siguradong meron silang kissing scene, huh!",0
Inamin ni Raymart na may mga nagaganap na ring usapan tungkol sa laban ni Claudine kay Angelica.,0
Subalit marami pa rin ang umaasang matsatsambahan si Yes Pogi.,0
"Saka feeling ko, dalawang araw na akong walang tulog at siya, mga lima na!",0
At nangyari ang lahat sa ilalim ng sikat ng araw.,0
"Hindi naman namin itatago iyan kapag okay na talaga,” malumanay na pahayag ni Ogie na naka-damit babae pa at nagmumukhang tiyahin ni Juday sa pelikula nila.",0
Giniya­han naman ni top favorite Nungnadda Wannasuk ang dalawa pang Thai na bumiyahe sa quarters.,0
Alam ni Xian na hindi siya ang original choice para maging lead actor ng Two Funerals pero nagpapasalamat siya sa mala­king oportunidad na ibi­nigay sa kanya.,0
"Dumausdos naman sa ikaapat na puwesto si reelectionist Sen. Pia Cayetano, 42%, na dating nasa ikalawang pwesto.",0
Iyak daw ako nang iyak.,0
Kuwento ito ni Billie (Sarah Geronimo) na nagtamo ng dagling kasikatan sa pamamagitan ng pag-awit.,0
